Finds No,Unit No,Object,Completeness,Condition,Conservation?,Length (rivet/nail; mm),Diam (head_top; mm),Diam (head_base),Length (rove/strap; mm),width (rove/strap; mm),rove shape,head type,shaft type,length (between heads/staple ends; mm),Draw/Photo,Shaft diam (mm),Weight (g),Notes,Neat rivet hole,Building Phase,Start Date,End Date,Real Date,Period_Date,Attribution
7369,1509,repair strap,fragment,light verdigris,TRUE,,,,65,29,,,,,FALSE,,13.24,two rivets attached; this is a double copper sheet,FALSE,S11.1,1690,1720,1690-1720,1690-1720,Living Quarters
7369,1509,repair strap,fragment,light verdigris,TRUE,,,,54,30,,,,,FALSE,,9.76,double copper sheet; two repair rivets attached,FALSE,S11.1,1690,1720,1690-1720,1690-1720,Living Quarters
8729,1627,repair strap,fragment,light verdigris,TRUE,,,,18,10,,,,,FALSE,,0.32,"fragment that shows remains of a hole for a rivet that has broken off,",FALSE,S7.1,1720,1760,1720-1760,1720-1780,Vestibule & Corridor
10158,1746,repair strap,fragment,heavy verdigris,TRUE,,,,35,35,,,,,FALSE,,7.95,looks like one half of an oval strap with a rivet at its end. Strap is attached to another strap protruding from what is supposedly the middle of the oval's lateral side.,FALSE,C.3,1830,1850,1830-1850,1810-1870,Courtyard
10196,1935,repair strap,fragment,light verdigris,TRUE,6,7,6,34,15,,flat (irreg),,4,FALSE,,4.42,,FALSE,MC.1,1650,1700,1650-1700,1630-1720,Midden Zone C
12014,1949,repair strap,fragment,moderate verdigris,FALSE,,,,16,13,,,,,FALSE,,1.44,hair/textile attached,FALSE,MC.1,1650,1700,1650-1700,1630-1720,Midden Zone C
18142,1963,repair strap,fragment,moderate verdigris,FALSE,,,,34,17,,,,,FALSE,,1.24,copper sheet with textile attached and one small rove; it's separated into two pieces by a breakage,FALSE,MC.1,1650,1700,1650-1700,1630-1720,Midden Zone C
12013,1990,repair strap,fragment,light verdigris,FALSE,,,,58,19,,,,,FALSE,,2.72,sheet in bad shape so difficult to say anything with certainty; at least one possible rivet hole visible,FALSE,MC.1,1650,1700,1650-1700,1630-1720,Midden Zone C
10236,2128,repair strap,near complete,light verdigris,FALSE,,,,9,8,,,,,FALSE,,0.19,possibly a small rove,FALSE,S18.4,1700,1740,1700-1740,1690-1750,Pantry
10245,2139,repair strap,fragment,light verdigris,TRUE,,4,,17,8,,flat (irreg),,,FALSE,,1.26,"repair strap with wood attached and what appears to be an iron nail, only the head of the nail is clearly visible; could be a clench bolt with 8mm as length between heads",FALSE,S18.4,1700,1740,1700-1740,1690-1750,Pantry
10246,2139,repair strap,fragment,moderate verdigris,TRUE,,,,27,18,,,,,FALSE,,2.05,has one rivet hole at it's tip,TRUE,S18.4,1700,1740,1700-1740,1690-1750,Pantry
10297,2308,repair strap,fragment,light verdigris,TRUE,,,,30,29,,,,,FALSE,,2.7,has one rivet attached,FALSE,S18.3,1690,1700,1690-1700,1690-1720,Pantry
10308,2338,repair strap,fragment,moderate verdigris,TRUE,,,,20,29,,,,,FALSE,,0.8,"one rivet hole clearly visible, possibly a rove",FALSE,S18.3,1690,1700,1690-1700,1690-1720,Pantry
12488,2362,repair strap,fragment,light verdigris,TRUE,,,,13,10,,,,,FALSE,,0.46,folded together,TRUE,S18.3,1690,1700,1690-1700,1690-1720,Pantry
10331,2395,repair strap,complete,moderate verdigris,TRUE,,,,37,6,,,,,FALSE,,1.59,one rivethole on either end = two all in all,FALSE,S17.5,1720,1750,1720-1750,1720-1750,Meat Store
10344,2415,repair strap,near complete,light verdigris,TRUE,,,,46,11,,,,,FALSE,,3.32,wood attached,FALSE,MC.1,1650,1700,1650-1700,1630-1720,Midden Zone C
18193,2415,repair strap,fragment,moderate verdigris,FALSE,,,,24,11,,,,,FALSE,,0.6,,FALSE,MC.1,1650,1700,1650-1700,1630-1720,Midden Zone C
10345,2417,repair strap,near complete,light verdigris,TRUE,,,,33,12,,,,,FALSE,,9.94,rolled up repair strap with two rivets visible. Rather thick.,FALSE,S18.2,1680,1690,1680-1690,1660-1690,Pantry
10355,2427,repair strap,fragment,light verdigris,TRUE,,,,20,12,,,,,FALSE,,0.41,folded together,FALSE,S7.1,1720,1760,1720-1760,1720-1780,Vestibule & Corridor
10359,2449,repair strap,fragment,light verdigris,TRUE,,,,26,19,,,,,FALSE,,0.93,two rivetholes,FALSE,S18.2,1680,1690,1680-1690,1660-1690,Pantry
10364,2461,repair strap,complete,light verdigris,TRUE,10,6,6,81,17,,flat (irreg),,9,FALSE,4,20.41,two nearly identical sheets of copper clenched around wood with two nearly identical rivets; measurements are taken from one sheet and one rivet,FALSE,S18.2,1680,1690,1680-1690,1660-1690,Pantry
10364,2461,repair strap,near complete,light verdigris,TRUE,10,5,5,41,10,,flat (irreg),,8,FALSE,3,5.32,two straps of copper clenched around a piece of wood via two rivets. Measurements from one strap and one rivet but all are nearly identical.,FALSE,S18.2,1680,1690,1680-1690,1660-1690,Pantry
10383,2477,repair strap,fragment,moderate verdigris,TRUE,,,,20,16,,,,,FALSE,,0.89,"double sheet, one rivet hole visible",FALSE,S8.1,1720,1750,1720-1750,1720-1750,Nursery
14919,2665,repair strap,fragment,light verdigris,TRUE,,,,23,18,,,,,FALSE,,1.05,,FALSE,S17.4,1710,1720,1710-1720,1690-1720,Meat Store
16751,2707,repair strap,near complete,moderate verdigris,FALSE,,,,30,29,,,,,FALSE,,6.6,has two square shaped rivet holes at one end; bent to ca 90°; if unbent length would be closer to 42mm,FALSE,S25.2,1710,1720,1710-1720,1690-1720,Boys Lodge (servants?)
16761,2835,repair strap,complete,light verdigris,TRUE,,,,31,19,,,,,FALSE,,1.85,"sqare shaped; has three rivet holes, one big in the middle and smaller to each side.",FALSE,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
14926,2872,repair strap,near complete,light verdigris,TRUE,,,,23,20,,,,,FALSE,,1.13,"big rivet hole; weird shape, square with sharp triangle-shaped indentation on one side",FALSE,S23.1,1700,1720,1700-1720,1690-1720,Bishops Living Quarters
16667,2955,repair strap,fragment,moderate verdigris,TRUE,,,,24,19,,,,,FALSE,,0.95,has one neat hole for a rivet,TRUE,S17.1,1670,1690,1670-1690,1660-1690,Meat Store
17009,2974,repair strap,near complete,moderate verdigris,FALSE,,,,8,8,,,,,FALSE,,0.6,possibly a square rove from clench bolt ID 184,FALSE,S17.1,1670,1690,1670-1690,1660-1690,Meat Store
569,102,rivet,fragment,moderate verdigris,TRUE,24,,,,,,,rolled,,FALSE,6,1.53,,FALSE,S20.4,1750,1770,1750-1770,1750-1780,School Dormitory
3462,167,rivet,complete,light verdigris,FALSE,32,9,,,,,flat (irreg),rolled,,FALSE,5,1.78,"might be a nail, end is rather pointy",FALSE,S5.5,1800,1830,1800-1830,1780-1840,Pantry/Study & Library
18933,263,rivet,near complete,moderate verdigris,FALSE,17,,,,,,,rolled,,FALSE,4,0.77,head absent,FALSE,S20.4,1750,1770,1750-1770,1750-1780,School Dormitory
19350,302,rivet,near complete,moderate verdigris,FALSE,10,6,,,,,flat (irreg),rolled,,FALSE,3,0.29,,FALSE,S11.3,1730,1740,1730-1740,1720-1750,Priests Living Quarters
4683,454,rivet,complete,moderate verdigris,FALSE,9,3,3,,,,flat (irreg),rolled,5,FALSE,3,0.31,,FALSE,MC.1,1650,1700,1650-1700,1630-1720,Midden Zone C
3121,598,rivet,complete,light verdigris,FALSE,30,9,,,,,flat (irreg),rolled,,FALSE,5,2.57,,FALSE,S34.1,1880,1920,1880-1920,1870-1930,Silo Pit
1389,1,clench bolt,near complete,heavy verdigris,FALSE,15,4,4,28,13,diamond,flat (irreg),rolled,10,FALSE,2,6.31,bad preservation,FALSE,LH,,1958,1958,1930-1960,Levelling Horizon
543,37,clench bolt,near complete,light verdigris,TRUE,23,8,,14,16,square,flat (irreg),forged,15,FALSE,6,11.37,rivet very substantial and heavy with square section. Not made by rolling of blade,FALSE,S20.6,,1790,1790,1780-1810,School Dormitory
18854,251,clench bolt,complete,moderate verdigris,FALSE,14,12,11,16,15,square,flat (irreg),rolled,9,FALSE,5,4.59,,FALSE,S13.3,1800,1830,1800-1830,1780-1840,Main Corridor
18854,251,clench bolt,complete,moderate verdigris,FALSE,15,10,8,14,13,square,flat (irreg),rolled,8,FALSE,4,3.2,,FALSE,S13.3,1800,1830,1800-1830,1780-1840,Main Corridor
18854,251,clench bolt,fragment,light verdigris,FALSE,12,8,5,,,square,flat (irreg),rolled,7,FALSE,4,1.19,rove has twised so form is difficult to discern;,FALSE,S13.3,1800,1830,1800-1830,1780-1840,Main Corridor
18854,251,clench bolt,complete,heavy verdigris,FALSE,11,8,,,,irreg/other,flat (irreg),rolled,7,FALSE,,1.18,very corroded measurements difficult,FALSE,S13.3,1800,1830,1800-1830,1780-1840,Main Corridor
18854,251,clench bolt,near complete,moderate verdigris,FALSE,13,12,8,14,13,square,flat (irreg),rolled,6,FALSE,6,2.95,,FALSE,S13.3,1800,1830,1800-1830,1780-1840,Main Corridor
5722,452,clench bolt,near complete,heavy verdigris,FALSE,12,10,6,36,17,diamond,flat (irreg),rolled,6,FALSE,4,6.34,,FALSE,MC.1,1650,1700,1650-1700,1630-1720,Midden Zone C
2207,453,clench bolt,complete,moderate verdigris,FALSE,9,9,7,22,12,diamond,flat (irreg),rolled,6,FALSE,4,2.03,,FALSE,MC.1,1650,1700,1650-1700,1630-1720,Midden Zone C
2209,453,clench bolt,complete,moderate verdigris,FALSE,18,11,11,15,11,square,flat (irreg),rolled,12,FALSE,4,3.41,,FALSE,MC.1,1650,1700,1650-1700,1630-1720,Midden Zone C
18182,453,clench bolt,near complete,light verdigris,FALSE,11,9,8,14,12,irreg/other,flat (irreg),rolled,6,FALSE,4,2.77,square-like octagonal rove,FALSE,MC.1,1650,1700,1650-1700,1630-1720,Midden Zone C
3059,596,clench bolt,near complete,moderate verdigris,FALSE,9,10,3,,,,flat (irreg),rolled,5,FALSE,,0.98,wood attached,FALSE,MC.1,1650,1700,1650-1700,1630-1720,Midden Zone C
3737,1004,clench bolt,near complete,moderate verdigris,TRUE,20,5,5,40,20,diamond,flat (irreg),rolled,13,FALSE,5,6.34,,FALSE,MA.1,1870,1910,1870-1910,1870-1930,Midden Zone A
3725,1049,clench bolt,fragment,heavy verdigris,FALSE,4,2,,7,4,irreg/other,flat (irreg),rolled,,FALSE,2,0.1,only a small part of the rove and rivet shaft are present,FALSE,S22.2,1700,1730,1700-1730,1690-1750,Assistant Teachers Quarters
3697,1071,clench bolt,complete,moderate verdigris,TRUE,10,6,4,16,9,diamond,flat (irreg),rolled,6,FALSE,3,1.12,rove bent in both long ends,FALSE,MC.3,1750,1900,1750-1900,1750-1810,Midden Zone C
3662,1090,clench bolt,complete,light verdigris,TRUE,19,13,11,28,15,diamond,flat (irreg),rolled,13,FALSE,5,1.34,rove bent in one end,FALSE,MC.3,1750,1900,1750-1900,1750-1810,Midden Zone C
3748,1144,clench bolt,near complete,light verdigris,FALSE,4,8,8,14,9,diamond,flat (square),rolled,1,FALSE,5,0.78,only a small part fragm rove present.,FALSE,MC.3,1750,1900,1750-1900,1750-1810,Midden Zone C
7315,1392,clench bolt,near complete,light verdigris,TRUE,9,5,5,19,11,irreg/other,flat (irreg),rolled,5,FALSE,,2,possibly not a clench bolt - roves fragmented.,FALSE,S5.2,1740,1760,1740-1760,1720-1780,Bishops Dining Room
8606,1449,clench bolt,complete,light verdigris,FALSE,21,10,8,25,8,diamond,flat (irreg),rolled,13,FALSE,4,4.48,,FALSE,S5.2,1740,1760,1740-1760,1720-1780,Bishops Dining Room
7378,1525,clench bolt,fragment,light verdigris,TRUE,9,5,5,15,11,irreg/other,flat (irreg),rolled,6,FALSE,,1.97,wood in the middle,FALSE,S18.7,1770,1790,1770-1790,1750-1810,Pantry
7401,1616,clench bolt,near complete,heavy verdigris,TRUE,14,10,8,25,13,diamond,flat (irreg),rolled,9,FALSE,4,3.46,,FALSE,S18.7,1770,1790,1770-1790,1750-1810,Pantry
18851,1944,clench bolt,near complete,heavy verdigris,FALSE,22,14,10,34,18,diamond,flat (irreg),rolled,11,FALSE,6,6.38,very substantial rivet: length of rove measured including rove fragment in bag,FALSE,S17.7,1770,1790,1770-1790,1750-1810,Meat Store
18348,1945,clench bolt,near complete,moderate verdigris,FALSE,10,4,4,9,8,irreg/other,flat (irreg),rolled,7,FALSE,3,0.73,,FALSE,S17.7,1770,1790,1770-1790,1750-1810,Meat Store
14958,1968,clench bolt,complete,light verdigris,TRUE,11,12,8,21,13,diamond,flat (irreg),rolled,9,FALSE,4,3.15,,FALSE,S18.5,1740,1760,1740-1760,1720-1780,Pantry
10209,2016,clench bolt,near complete,light verdigris,TRUE,18,11,6,21,18,irreg/other,flat (irreg),rolled,14,FALSE,4,6.21,half of rove broken off,FALSE,MC.1,1650,1700,1650-1700,1630-1720,Midden Zone C
10209,2016,clench bolt,complete,light verdigris,TRUE,8,8,4,11,8,irreg/other,flat (irreg),rolled,5,FALSE,3,0.88,octagonal rove,FALSE,MC.1,1650,1700,1650-1700,1630-1720,Midden Zone C
10251,2174,clench bolt,near complete,light verdigris,TRUE,18,15,5,16,17,irreg/other,flat (irreg),rolled,10,FALSE,4,5.41,octagonal rove,FALSE,C.2-3,1720,1850,1720-1850,1720-1870,Courtyard
10255,2181,clench bolt,complete,light verdigris,TRUE,10,5,5,32,8,diamond,flat (irreg),rolled,7,FALSE,3,3.45,,FALSE,S18.4,1700,1740,1700-1740,1690-1750,Pantry
10264,2200,clench bolt,near complete,light verdigris,FALSE,9,9,6,14,15,diamond,flat (irreg),rolled,3,FALSE,4,1.61,40% of rove not present;,FALSE,S18.4,1700,1740,1700-1740,1690-1750,Pantry
10264,2200,clench bolt,near complete,moderate verdigris,TRUE,9,9,6,12,15,diamond,flat (irreg),rolled,3,FALSE,3,1.61,half of rove absent,FALSE,S18.4,1700,1740,1700-1740,1690-1750,Pantry
10268,2215,clench bolt,near complete,moderate verdigris,TRUE,9,11,8,21,18,diamond,domed,rolled,2,FALSE,2,3.15,rove appears to be diamond shape  but clench bolt has a square base side rove measuring 8x6mm,FALSE,S5.2,1740,1760,1740-1760,1720-1780,Bishops Dining Room
10283,2251,clench bolt,complete,light verdigris,TRUE,20,16,6,54,15,diamond,flat (irreg),rolled,13,FALSE,5,12.62,sqare sectioned substantial rivet,FALSE,S18.4,1700,1740,1700-1740,1690-1750,Pantry
10317,2367,clench bolt,complete,light verdigris,TRUE,,,,40,15,,,rolled,,FALSE,,7.09,2 rivets attached unmeasured.,FALSE,S18.3,1690,1700,1690-1700,1690-1720,Pantry
10317,2367,clench bolt,complete,light verdigris,TRUE,10,5,5,11,10,square,flat (irreg),rolled,6,FALSE,3,1.39,,FALSE,S18.3,1690,1700,1690-1700,1690-1720,Pantry
10347,2421,clench bolt,near complete,moderate verdigris,FALSE,15,8,7,15,10,irreg/other,flat (irreg),rolled,11,FALSE,4,1.86,,FALSE,S18.2,1680,1690,1680-1690,1660-1690,Pantry
10354,2425,clench bolt,complete,light verdigris,TRUE,13,9,6,35,17,diamond,flat (irreg),rolled,10,FALSE,4,3.61,,FALSE,S23.2,,1720,1720,1690-1720,Bishops Living Quarters
14954,2668,clench bolt,near complete,moderate verdigris,FALSE,16,8,,18,18,irreg/other,flat (irreg),forged,8,FALSE,3,3.68,substantial square sectioned rivet with no base head but fragmented rove,FALSE,S17.4,1710,1720,1710-1720,1690-1720,Meat Store
13866,2752,clench bolt,near complete,light verdigris,TRUE,9,8,4,11,11,square,flat (irreg),rolled,6,FALSE,3,1.25,; rove outlines unclear,FALSE,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
17026,2788,clench bolt,near complete,light verdigris,TRUE,12,,9,18,11,square,flat (square),rolled,,FALSE,3,1.34,rivet bent and rivet head as well bends to one side,FALSE,S25.2,1710,1720,1710-1720,1690-1720,Boys Lodge (servants?)
17025,2918,clench bolt,complete,light verdigris,TRUE,21,10,5,23,22,diamond,flat (irreg),forged,15,FALSE,5,6.27,square sectioned substantial rivet,FALSE,S17.2,1690,1700,1690-1700,1690-1720,Meat Store
17022,2919,clench bolt,near complete,light verdigris,FALSE,15,,,16,6,diamond,,rolled,6,FALSE,3,2.53,,FALSE,S17.2,1690,1700,1690-1700,1690-1720,Meat Store
13786,2937,clench bolt,near complete,light verdigris,TRUE,13,7,5,27,15,diamond,flat (irreg),rolled,8,FALSE,3,2.24,,FALSE,S17.2,1690,1700,1690-1700,1690-1720,Meat Store
17009,2974,clench bolt,near complete,moderate verdigris,FALSE,10,5,6,10,8,irreg/other,flat (irreg),rolled,7,FALSE,3,0.81,possibly previously attached to ID 185,FALSE,S17.1,1670,1690,1670-1690,1660-1690,Meat Store
17027,2980,clench bolt,near complete,light verdigris,TRUE,19,10,8,18,14,diamond,flat (irreg),rolled,16,FALSE,3,1.96,,FALSE,S17.1,1670,1690,1670-1690,1660-1690,Meat Store
17021,2982,clench bolt,near complete,heavy verdigris,FALSE,10,7,6,12,11,irreg/other,flat (irreg),rolled,5,FALSE,4,1.8,rove outlines indiscernible,FALSE,S17.1,1670,1690,1670-1690,1660-1690,Meat Store
17008,2993,clench bolt,fragment,moderate verdigris,FALSE,4,4,4,6,5,diamond,flat (irreg),rolled,3,FALSE,3,0.4,part of rove absent,FALSE,S17.1,1670,1690,1670-1690,1660-1690,Meat Store
17007,3004,clench bolt,fragment,heavy verdigris,FALSE,9,8,6,15,11,irreg/other,flat (irreg),rolled,6,FALSE,5,1.5,wood attached,FALSE,S17.1,1670,1690,1670-1690,1660-1690,Meat Store
7306,1388,clench bolt,near complete,heavy,FALSE,,,,,,,,,6,FALSE,,1.3,small bolt with wood sandwiched in between 2 roves and a rivet; very corroded,FALSE,S19.3,1790,1830,1790-1830,1780-1840,School Refectory
523,1,nail,complete,light verdigris,FALSE,41,13,,,,,flat (irreg),forged,,FALSE,4,3.18,square shaped shaft not rolled,FALSE,LH,,1958,1958,1930-1960,Levelling Horizon
523,1,nail,complete,moderate verdigris,FALSE,33,5,,,,,flat (irreg),rolled,,FALSE,4,1.02,,FALSE,LH,,1958,1958,1930-1960,Levelling Horizon
528,1,nail,near complete,moderate verdigris,FALSE,80,8,,,,,flat (irreg),rolled,,FALSE,4,27.51,iron nail with a folded copper sheet attached that measures 64x34,FALSE,LH,,1958,1958,1930-1960,Levelling Horizon
1034,1,nail,complete,light verdigris,FALSE,14,4,,,,,flat (irreg),rolled,,FALSE,2,0.19,,FALSE,LH,,1958,1958,1930-1960,Levelling Horizon
1034,1,nail,near complete,moderate verdigris,FALSE,14,8,,,,,domed,forged,,FALSE,5,0.93,square sectioned,FALSE,LH,,1958,1958,1930-1960,Levelling Horizon
1034,1,nail,complete,light verdigris,FALSE,29,4,,,,,flat (irreg),rolled,,FALSE,3,0.93,,FALSE,LH,,1958,1958,1930-1960,Levelling Horizon
1095,1,nail,complete,light verdigris,FALSE,41,11,,,,,flat (irreg),rolled,,FALSE,4,2.8,,FALSE,LH,,1958,1958,1930-1960,Levelling Horizon
531,8,nail,complete,moderate verdigris,FALSE,26,10,,,,,flat (irreg),rolled,,FALSE,3,1.53,head bent to one side; possibly not a nail,FALSE,T1.2,1984,1986,1984-1986,1960-1990,Guðmundur Ólafsson Excavation
531,8,nail,near complete,light verdigris,FALSE,26,6,,,,,flat (irreg),rolled,,FALSE,5,1.24,head bends to one side; possibly not a nail,FALSE,T1.2,1984,1986,1984-1986,1960-1990,Guðmundur Ólafsson Excavation
536,27,nail,complete,light verdigris,TRUE,26,6,,,,,flat (irreg),rolled,,FALSE,4,1.23,,FALSE,S33.1,1880,1952,1880-1952,1870-1960,Stables
536,27,nail,near complete,light verdigris,TRUE,10,,,,,,,rolled,,FALSE,3,0.19,head absent; possibly a lace tag,FALSE,S33.1,1880,1952,1880-1952,1870-1960,Stables
1001,29,nail,fragment,light verdigris,FALSE,9,,,,,,,rolled,,FALSE,1,0.05,shaft fragment,FALSE,S20.6,,1790,1790,1780-1810,School Dormitory
540,35,nail,near complete,light verdigris,TRUE,20,8,,,,,flat (irreg),forged,,FALSE,4,2.4,square sectioned shaft - half of it absent.,FALSE,LH,,1958,1958,1930-1960,Levelling Horizon
972,38,nail,near complete,moderate verdigris,FALSE,13,5,,,,,flat (irreg),rolled,,FALSE,4,0.21,,FALSE,S32.1,1850,1890,1850-1890,1840-1900,Forge
19358,77,nail,complete,moderate verdigris,TRUE,12,10,,,,,domed,rolled,,FALSE,3,1.36,half of head absent,FALSE,S8.3,1800,1850,1800-1850,1780-1870,Nursery/Private Chambers
560,86,nail,near complete,moderate verdigris,TRUE,24,,,,,,,rolled,,FALSE,6,1.03,head absent; whole shaft is flattened,FALSE,S4.6,,1890,1890,1870-1900,Pantry/Kitchen
568,95,nail,fragment,moderate verdigris,FALSE,20,,,,,,,rolled,,FALSE,2,0.34,head absent; wood attached,FALSE,S20.4,1750,1770,1750-1770,1750-1780,School Dormitory
568,95,nail,complete,light verdigris,FALSE,16,5,,,,,flat (irreg),rolled,,FALSE,4,0.66,wood attached,FALSE,S20.4,1750,1770,1750-1770,1750-1780,School Dormitory
573,125,nail,complete,moderate verdigris,FALSE,22,5,,,,,flat (irreg),rolled,,FALSE,3,0.56,,FALSE,S21.4,1770,1790,1770-1790,1750-1810,School Room
577,149,nail,fragment,light verdigris,FALSE,6,,,,,,,rolled,,FALSE,3,0.04,shaft fragment,FALSE,S21.3,1750,1770,1750-1770,1750-1780,School Room
577,149,nail,fragment,light verdigris,FALSE,,4,,,,,flat (irreg),rolled,,FALSE,,0.03,head fragm,FALSE,S21.3,1750,1770,1750-1770,1750-1780,School Room
1062,166,nail,complete,moderate verdigris,TRUE,16,9,,,,,domed,forged,,FALSE,3,2.43,square sectioned shaft,FALSE,S9.2,1800,1880,1800-1880,1780-1900,Living Quarters
1062,166,nail,complete,light verdigris,TRUE,15,9,,,,,domed,forged,,FALSE,4,2.43,sqare sectioned shaft,FALSE,S9.2,1800,1880,1800-1880,1780-1900,Living Quarters
3557,166,nail,complete,moderate verdigris,FALSE,21,7,,,,,,rolled,,FALSE,3,0.45,,FALSE,S9.2,1800,1880,1800-1880,1780-1900,Living Quarters
1152,182,nail,near complete,light verdigris,FALSE,28,3,,,,,flat (irreg),forged,,FALSE,3,1.01,square sectioned,FALSE,S32.1,1850,1890,1850-1890,1840-1900,Forge
3555,237,nail,fragment,moderate verdigris,FALSE,6,6,,,,,flat (irreg),rolled,,FALSE,2,0.18,part of shaft missing; possibly a rivet,FALSE,S8.3,1800,1850,1800-1850,1780-1870,Nursery/Private Chambers
18998,242,nail,fragment,heavy verdigris,FALSE,9,5,,,,,flat (irreg),rolled,,FALSE,4,0.44,part of shaft absent; possibly a rivet,FALSE,S4.6,,1890,1890,1870-1900,Pantry/Kitchen
1472,276,nail,near complete,heavy verdigris,FALSE,43,12,,,,,flat (irreg),rolled,,FALSE,6,3.01,,FALSE,S11.3,1730,1740,1730-1740,1720-1750,Priests Living Quarters
1457,310,nail,fragment,moderate verdigris,FALSE,4,10,,,,,flat (irreg),rolled,,FALSE,3,0.45,most of shaft absent,FALSE,S8.3,1800,1850,1800-1850,1780-1870,Nursery/Private Chambers
1619,334,nail,complete,moderate verdigris,FALSE,11,5,,,,,flat (irreg),rolled,,FALSE,3,0.27,possibly a rivet,FALSE,S8.2,1750,1800,1750-1800,1750-1810,Nursery/Private Chambers
19169,347,nail,near complete,light verdigris,FALSE,25,8,,,,,domed,rolled,,FALSE,3,1.1,textile attached,FALSE,S10.4,1800,1880,1800-1880,1780-1900,Kitchen
4675,409,nail,complete,light verdigris,TRUE,64,,,,,,,rolled,,FALSE,5,2.73,"head absent, shaft flattens towards head's end",FALSE,MC.1,1650,1700,1650-1700,1630-1720,Midden Zone C
2211,453,nail,complete,light verdigris,FALSE,37,7,,,,,flat (irreg),rolled,,FALSE,4,2.28,,FALSE,MC.1,1650,1700,1650-1700,1630-1720,Midden Zone C
3063,454,nail,complete,light verdigris,FALSE,38,10,,,,,flat (irreg),rolled,,FALSE,3,2.45,,FALSE,MC.1,1650,1700,1650-1700,1630-1720,Midden Zone C
2303,457,nail,near complete,moderate verdigris,FALSE,31,10,,,,,flat (irreg),rolled,,FALSE,5,4.8,possibly a rivet,FALSE,MC.1,1650,1700,1650-1700,1630-1720,Midden Zone C
2925,459,nail,complete,light verdigris,FALSE,23,4,,,,,flat (irreg),rolled,,FALSE,3,0.65,,FALSE,MC.1,1650,1700,1650-1700,1630-1720,Midden Zone C
2925,459,nail,near complete,light verdigris,FALSE,13,3,,,,,flat (irreg),rolled,,FALSE,3,0.25,,FALSE,MC.1,1650,1700,1650-1700,1630-1720,Midden Zone C
3030,595,nail,near complete,light verdigris,FALSE,18,,,,,,,rolled,,FALSE,3,0.72,nail shaft; only a fragment of the head present,FALSE,MC.1,1650,1700,1650-1700,1630-1720,Midden Zone C
3050,595,nail,complete,moderate verdigris,FALSE,16,7,,,,,flat (irreg),rolled,,FALSE,4,1.46,,FALSE,MC.1,1650,1700,1650-1700,1630-1720,Midden Zone C
3050,595,nail,near complete,moderate verdigris,FALSE,19,,,,,,,rolled,,FALSE,4,0.17,head absent,FALSE,MC.1,1650,1700,1650-1700,1630-1720,Midden Zone C
3050,595,nail,near complete,light verdigris,FALSE,10,2,,,,,,rolled,,FALSE,2,0.15,tiny nail / rivet,FALSE,MC.1,1650,1700,1650-1700,1630-1720,Midden Zone C
3050,595,nail,fragment,moderate verdigris,FALSE,6,2,,,,,flat (irreg),rolled,,FALSE,,1,fragment of a tiny nail / rivet,FALSE,MC.1,1650,1700,1650-1700,1630-1720,Midden Zone C
3050,595,nail,complete,light verdigris,FALSE,26,6,,,,,flat (irreg),rolled,,FALSE,4,1.45,shaft partly flattened (to create a sharper edge?),FALSE,MC.1,1650,1700,1650-1700,1630-1720,Midden Zone C
3059,596,nail,complete,light verdigris,FALSE,11,4,,,,,flat (irreg),rolled,,FALSE,2,0.11,small bent nail,FALSE,MC.1,1650,1700,1650-1700,1630-1720,Midden Zone C
3059,596,nail,fragment,light verdigris,FALSE,,3,,,,,flat (irreg),rolled,,FALSE,,0.03,shaft absent,FALSE,MC.1,1650,1700,1650-1700,1630-1720,Midden Zone C
3059,596,nail,fragment,light verdigris,FALSE,29,,,,,,,rolled,,FALSE,2,0.72,head absent,FALSE,MC.1,1650,1700,1650-1700,1630-1720,Midden Zone C
2975,646,nail,complete,heavy verdigris,FALSE,22,16,,,,,domed,rolled,,FALSE,3,2.56,,FALSE,S13.3,1800,1830,1800-1830,1780-1840,Main Corridor
3588,856,nail,near complete,light verdigris,TRUE,8,8,,,,,domed,rolled,,FALSE,2,0.37,either part of shaft is absent or it's really short,FALSE,S4.5,1840,1890,1840-1890,1840-1900,Pantry/Kitchen
3632,930,nail,complete,light verdigris,TRUE,22,8,,,,,flat (irreg),rolled,,FALSE,1,0.69,,FALSE,S22.2,1700,1730,1700-1730,1690-1750,Assistant Teachers Quarters
18307,955,nail,fragment,moderate verdigris,FALSE,,5,,,,,flat (irreg),rolled,,FALSE,,0.09,head fragm,FALSE,S5.3,1760,1780,1760-1780,1750-1780,Bishops Dining Room
3576,988,nail,near complete,light verdigris,TRUE,11,9,,,,,domed,rolled,,FALSE,3,1.29,end of shaft absent,FALSE,S30.1,1670,1720,1670-1720,1660-1720,School Master's House
3703,988,nail,complete,light verdigris,TRUE,29,6,,,,,flat (irreg),rolled,,FALSE,4,1.65,made by folding of copper sheet,FALSE,S30.1,1670,1720,1670-1720,1660-1720,School Master's House
3703,988,nail,complete,moderate verdigris,FALSE,32,6,,,,,flat (irreg),forged,,FALSE,3,1.46,square sectioned shaft with ripples,FALSE,S30.1,1670,1720,1670-1720,1660-1720,School Master's House
